Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-07-22 13:30:00+00:00,212.50999450683594,213.30999755859375,212.47999572753906,213.23500061035156,2738746
2025-07-22 13:31:00+00:00,212.58999633789062,212.81280517578125,212.2301025390625,212.5,223375
2025-07-22 13:32:00+00:00,212.4199981689453,212.71560668945312,212.26060485839844,212.57009887695312,179336
2025-07-22 13:33:00+00:00,212.6199951171875,212.6300048828125,212.2899932861328,212.39999389648438,148889
2025-07-22 13:34:00+00:00,212.47999572753906,212.9409942626953,212.4600067138672,212.6199951171875,174237
2025-07-22 13:35:00+00:00,212.6999969482422,212.8000030517578,212.35060119628906,212.47999572753906,117280
2025-07-22 13:36:00+00:00,212.7100067138672,213.0,212.6699981689453,212.67599487304688,136934
2025-07-22 13:37:00+00:00,213.02000427246094,213.02999877929688,212.61000061035156,212.72000122070312,149761
2025-07-22 13:38:00+00:00,213.19000244140625,213.1999969482422,212.94000244140625,213.00999450683594,171188
2025-07-22 13:39:00+00:00,213.52999877929688,213.57000732421875,213.14500427246094,213.19000244140625,240185
2025-07-22 13:40:00+00:00,213.91000366210938,213.9199981689453,213.50999450683594,213.5399932861328,296033
2025-07-22 13:41:00+00:00,213.33999633789062,214.02999877929688,213.1999969482422,213.92999267578125,389691
2025-07-22 13:42:00+00:00,213.4199981689453,213.56500244140625,213.25,213.31350708007812,145666
2025-07-22 13:43:00+00:00,213.5594024658203,213.7104034423828,213.42999267578125,213.42999267578125,140903
2025-07-22 13:44:00+00:00,213.25999450683594,213.52999877929688,213.2100067138672,213.52999877929688,117728
2025-07-22 13:45:00+00:00,212.6699981689453,213.27000427246094,212.61000061035156,213.27000427246094,240528
2025-07-22 13:46:00+00:00,212.9456024169922,213.0,212.50999450683594,212.64500427246094,228743
2025-07-22 13:47:00+00:00,213.14999389648438,213.19000244140625,212.8800048828125,212.9199981689453,281601
2025-07-22 13:48:00+00:00,213.3887939453125,213.58999633789062,213.1699981689453,213.2050018310547,234559
2025-07-22 13:49:00+00:00,212.85000610351562,213.39999389648438,212.85000610351562,213.38499450683594,311838
2025-07-22 13:50:00+00:00,212.97999572753906,212.99000549316406,212.7476043701172,212.84500122070312,180421
2025-07-22 13:51:00+00:00,213.1300048828125,213.14999389648438,212.83999633789062,212.9799041748047,199852
2025-07-22 13:52:00+00:00,212.9600067138672,213.3300018310547,212.89999389648438,213.11000061035156,314666
2025-07-22 13:53:00+00:00,212.54769897460938,212.9250030517578,212.40899658203125,212.9199981689453,303510
2025-07-22 13:54:00+00:00,212.60000610351562,212.6199951171875,212.27999877929688,212.5211944580078,250602
2025-07-22 13:55:00+00:00,213.0500030517578,213.0500030517578,212.49000549316406,212.58999633789062,198762
2025-07-22 13:56:00+00:00,213.52999877929688,213.56039428710938,213.0399932861328,213.05299377441406,243394
2025-07-22 13:57:00+00:00,213.4456024169922,213.6999969482422,213.43089294433594,213.52999877929688,228564
2025-07-22 13:58:00+00:00,213.47000122070312,213.69000244140625,213.35519409179688,213.4600067138672,184806
2025-07-22 13:59:00+00:00,213.5800018310547,213.63009643554688,213.33070373535156,213.47500610351562,137740
2025-07-22 14:00:00+00:00,213.27999877929688,213.5800018310547,213.1699981689453,213.5800018310547,135707
2025-07-22 14:01:00+00:00,213.67999267578125,213.7397003173828,213.14999389648438,213.27999877929688,199559
2025-07-22 14:02:00+00:00,213.3300018310547,213.77000427246094,213.27999877929688,213.6699981689453,175708
2025-07-22 14:03:00+00:00,213.42999267578125,213.47000122070312,213.19000244140625,213.31500244140625,85070
