Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-07-21 13:30:00+00:00,211.89999389648438,212.25,211.64089965820312,212.0500030517578,3199258
2025-07-21 13:31:00+00:00,212.25059509277344,212.3000030517578,211.75999450683594,211.94000244140625,404437
2025-07-21 13:32:00+00:00,212.55499267578125,212.63999938964844,212.1699981689453,212.24000549316406,405166
2025-07-21 13:33:00+00:00,212.34500122070312,212.6894073486328,212.1999969482422,212.5449981689453,260261
2025-07-21 13:34:00+00:00,212.9093017578125,212.94000244140625,212.11000061035156,212.3300018310547,432155
2025-07-21 13:35:00+00:00,212.89999389648438,213.16000366210938,212.80450439453125,212.8800048828125,614004
2025-07-21 13:36:00+00:00,213.41000366210938,213.60000610351562,212.89999389648438,212.91329956054688,566309
2025-07-21 13:37:00+00:00,212.99000549316406,213.4176025390625,212.96029663085938,213.4176025390625,327548
2025-07-21 13:38:00+00:00,213.531005859375,213.5500030517578,212.77999877929688,212.97610473632812,359944
2025-07-21 13:39:00+00:00,213.85000610351562,214.0500030517578,213.52999877929688,213.5399932861328,503818
2025-07-21 13:40:00+00:00,213.8300018310547,214.05999755859375,213.72000122070312,213.85989379882812,384541
2025-07-21 13:41:00+00:00,214.1199951171875,214.27000427246094,213.82000732421875,213.8300018310547,442386
2025-07-21 13:42:00+00:00,214.5050048828125,214.5399932861328,214.11500549316406,214.11500549316406,662970
2025-07-21 13:43:00+00:00,214.67999267578125,214.86500549316406,214.44110107421875,214.52000427246094,479583
2025-07-21 13:44:00+00:00,214.6649932861328,214.7100067138672,214.3800048828125,214.67999267578125,368033
2025-07-21 13:45:00+00:00,215.39999389648438,215.41000366210938,214.5800018310547,214.67999267578125,867028
2025-07-21 13:46:00+00:00,215.5449981689453,215.77999877929688,215.39999389648438,215.39999389648438,655378
2025-07-21 13:47:00+00:00,214.6999969482422,215.74000549316406,214.67999267578125,215.5301055908203,640946
2025-07-21 13:48:00+00:00,214.59010314941406,215.0,214.4499969482422,214.71499633789062,381902
2025-07-21 13:49:00+00:00,214.5299072265625,214.64990234375,214.30099487304688,214.58999633789062,355850
2025-07-21 13:50:00+00:00,214.5800018310547,214.64990234375,214.38999938964844,214.52999877929688,259707
2025-07-21 13:51:00+00:00,215.03990173339844,215.0399932861328,214.61990356445312,214.61990356445312,341226
2025-07-21 13:52:00+00:00,214.91000366210938,215.22000122070312,214.7899932861328,215.0500030517578,349084
2025-07-21 13:53:00+00:00,214.7001953125,214.99989318847656,214.6750030517578,214.89999389648438,227973
2025-07-21 13:54:00+00:00,214.75,214.9600067138672,214.7100067138672,214.72000122070312,150503
2025-07-21 13:55:00+00:00,214.74000549316406,214.8592987060547,214.5,214.75,189364
2025-07-21 13:56:00+00:00,214.5399932861328,214.8300018310547,214.52999877929688,214.75,258955
2025-07-21 13:57:00+00:00,214.5399932861328,214.69000244140625,214.32000732421875,214.53500366210938,288826
2025-07-21 13:58:00+00:00,214.27000427246094,214.55999755859375,214.2100067138672,214.5500030517578,194520
2025-07-21 13:59:00+00:00,214.0,214.3699951171875,213.9600067138672,214.28500366210938,214409
2025-07-21 14:00:00+00:00,214.43699645996094,214.47999572753906,214.00999450683594,214.00999450683594,260430
2025-07-21 14:01:00+00:00,214.3699951171875,214.64990234375,214.3000030517578,214.44009399414062,268612
2025-07-21 14:02:00+00:00,214.3800048828125,214.52000427246094,214.33999633789062,214.3800048828125,148835
2025-07-21 14:03:00+00:00,214.52999877929688,214.57440185546875,214.22000122070312,214.3800048828125,167650
